syb_trader_block_sell,Pas à vendre,Pas à vendre,Pas à vendre,Pas à vendre,Нельзя продать,Pas à vendre,Pas à vendre,Pas à vendre,No para la venta,Pas à vendre,Pas à vendre,Pas à vendre,Não aceito para a venda,Pas à vendre,,,,,,,,,,,
syb_trader_block_buy,Impossible d'acheter,Impossible d'acheter,Impossible d'acheter,Impossible d'acheter,Нельзя купить,Impossible d'acheter,Impossible d'acheter,Impossible d'acheter,Pas de comprar,Impossible d'acheter,Peut 't buy,Impossible d'acheter,Não pode comprar,Impossible d'acheter,,,,,,,,,,,
syb_trader_filter_tools,Outils,Outils,Outils,Outils,Инструменты,Outils,Outils,Outils,Instrumentos,Outils,Outils,Outils,Ferramentas,Outils,,,,,,,,,,,
syb_trader_filter_weapons,Armes,Armes,Armes,Armes,Оружие,Armes,Armes,Armes,Armes,Armes,Armes,Armes,Armes,Armes,,,,,,,,,,,
syb_trader_filter_magazines,Chargeurs,Chargeurs,Magazines,Magazines,Магазины,Magazines,Magazines,Magazines,Revistas,Magazines,Magazines,Magazines,Carregadores,Magazines,,,,,,,,,,,
syb_trader_filter_attachments,Accessoires,Accessoires,Pièces jointes,Pièces jointes,Обвесы,Pièces jointes,Pièces jointes,Pièces jointes,Archivos adjuntos,Pièces jointes,Pièces jointes,Pièces jointes,Suplementos,Pièces jointes,,,,,,,,,,,
syb_trader_filter_ammo,Munitions,Munitions,Munitions,Munitions,Патроны,Munitions,Munitions,Munitions,Munitions,Munitions,Munitions,Munitions,Munitions,,,,,,,,,,,,
syb_trader_filter_food,Nourriture,Nourriture,Nourriture,Nourriture,Продукты,Nourriture,Nourriture,Nourriture,Comida,Nourriture,Nourriture,Nourriture,Comida,Nourriture,,,,,,,,,,,
syb_trader_filter_clothing,Vêtements,Vêtements,Vêtements,Vêtements,Одежда,Vêtements,Vêtements,Vêtements,Ropa,Vêtements,Vêtements,Vêtements,Vestimentas,Vêtements,,,,,,,,,,,
syb_trader_filter_medical,Médecine,Médecine,Médecine,Médecine,Медицина,Médecine,Médecine,Médecine,Medicamento,Médecine,Médecine,Médecine,Medicamento,Médecine,,,,,,,,,,,
syb_trader_filter_electronic,Électronique,Électronique,Électronique,Électronique,Электроника,Électronique,Électronique,Électronique,Electrónica,Électronique,Électronique,Électronique,Eletrônicos,Électronique,,,,,,,,,,,
syb_trader_filter_base_building,Construction,Construction,Construction,Construction,Стройка,Construction,Construction,Construction,Construction,Construction,Construction,Construction,Construction,Construction,,,,,,,,,,,
syb_trader_filter_vehicle_parts,Pièces détachées,Pièces détachées,Vehicle parts,Vehicle parts,Автозапчасти,Vehicle parts,Vehicle parts,Vehicle parts,Partes de vehículo,Vehicle parts,Vehicle parts,Vehicle parts,Partes de Veículos,Vehicle parts,,,,,,,,,,,
syb_trader_filter_other,Autre,Autre,Autre,Autre,Прочее,Autre,Autre,Autre,Otro,Autre,Autre,Autre,Outros,Autre,,,,,,,,,,,
syb_trader_forbuy,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Articles commerciaux :,Itens do Vendedor :,Articles commerciaux :,,,,,,,,,,,
syb_trader_forsale,Vos articles :,Vos articles :,Vos articles :,Vos articles :,Ваши товары :,Vos articles :,Vos articles :,Vos articles :,Tus cosas :,Vos articles :,Vos articles :,Vos articles :,Seus Itens :,Vos articles :,,,,,,,,,,,
syb_trader_barter,TROC,TROC,TROC,TROC,БАРТЕР,TROC,TROC,TROC,PERMUTA,TROC,TROC,TROC,NEGOCIAR,TROC,,,,,,,,,,,
syb_trader_blocked,Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,Le commerçant fait du troc avec un autre joueur. S'il vous plaît,attendez votre tour.,"Торговец занят бартером с другим игроком. Пожалуйста, подождите своей очереди.",Le commerçant est en train de bloquer. Veuillez attendre votre tour.,Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,El comerciante está haciendo trueques con otro jugador. Espere su turno.,Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,"Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour. ""O comerciante está negociando com outro jogador. Por favor","aguarde sua vez.""",Le commerçant fait du troc avec un autre joueur. Veuillez attendre votre tour.,,,,,,,,,,
syb_input_open_pda,Ouvrir PDA,Ouvrir PDA,Open DPA,Open DPA,Открыть КПК,Open PDA,Open PDA,Open PDA,Abrir PDA,Open PDA,Open PDA,Open PDA,Abrir PDA,Open PDA,,,,,,,,,,,
syb_action_trade,Commerce,Commerce,Commerce,Commerce,Торговать,Commerce,Commerce,Commerce,Commerce,Commerce,Commerce,Commerce,Commerce,Commerce,,,,,,,,,,,
syb_search_target_inv,Rechercher,Rechercher,Rechercher,Rechercher,Обыскать,Rechercher,Rechercher,Rechercher,Búsqueda,Rechercher,Rechercher,Rechercher,Busca,Rechercher,,,,,,,,,,,
syb_medcontainer_large_name,Grande trousse de premiers secours,Grande trousse de premiers secours,Large first aid kit,Large first aid kit,Большая аптечка,Large first aid kit,Large first aid kit,Large first aid kit,Botiquín de primeros auxilios grande,Large first aid kit,Large first aid kit,Large first aid kit,Kit de primeiros socorros grande,Large first aid kit,,,,,,,,,,,
syb_medcontainer_large_desc,"Une grande trousse de premiers secours, idéale pour le stockage et le transport compacts de médicaments.","Une grande trousse de premiers secours, idéale pour le stockage et le transport compacts de médicaments.",Une grande trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments.,Une grande trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments.,Болшая медицинская аччка отлично подходит для комcinallтоого хранеved pour un grand fonctionnement. Le kit est idéal pour le stockage et le transport compacts de médicaments.,Une grande trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments.,Un botiquín de primeros auxilios grande es ideal para el almacenamiento compacto y el transporte de medicamentos.,Une grande première La trousse de secours est idéale pour le stockage et le transport compacts de médicaments.,Une grande trousse de premiers secours est idéale pour le stockage et le transport compacts de médicaments. es.,Une grande trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments.,Um kit grande de primeiros socorros é ótimo para armazenamento compacto e transporte de medicamentos.,Une grande trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments .,,,,,,,,,,,,,
syb_medcontainer_middle_name,Trousse de premiers secours intermédiaire,Trousse de premiers secours intermédiaire,Trousse de premiers secours intermédiaire,Trousse de premiers secours intermédiaire,Средняя аптечка,Trousse de premiers secours intermédiaire,Trousse de premiers secours intermédiaire,Trousse de premiers secours intermédiaire,Botiquín de primeros auxilios medio,Trousse de premiers secours intermédiaire,Middle first aid kit,Middle first aid kit,Kit de primeiros socorros médio,Middle first aid kit,,,,,,,,,,,
syb_medcontainer_middle_desc,"Une trousse de premiers soins intermédiaire, idéale pour le stockage et le transport compacts de médicaments.","Une trousse de premiers soins intermédiaire, idéale pour le stockage et le transport compacts de médicaments.",Une trousse de premiers soins intermédiaire est idéale pour le stockage et le transport compacts de médicaments.,A middle first aid kit is great for compact storage and transportation of medicines.,Стандартная медицинская аптечка отлично подходит для компактного хранения и переноски медицинских препаратов.,A middle first aid kit is great for compact storage and transportation of medicines.,A middle first aid Le kit est idéal pour le stockage et le transport compacts de médicaments.,Une trousse de premiers soins intermédiaire est idéale pour le stockage et le transport compacts de médicaments.,Un botiquín de primeros auxilios intermedio es ideal para el almacenamiento compacto y el transporte de medicamentos.,Un moyen premier La trousse de secours est idéale pour le stockage compact et le transport de médicaments.,Une trousse de premiers soins intermédiaire est idéale pour le stockage et le transport compacts. rtation de médicaments.,Une trousse de premiers soins intermédiaire est idéale pour le stockage et le transport compacts de médicaments.,Um kit médio de primeiros socorros é ótimo para armazenamento compacto e transporte de medicamentos.,Une trousse de premiers soins intermédiaire est idéale pour le stockage et le transport compacts de médicaments.,,,,,,,,,,,
syb_medcontainer_small_name,Petite trousse de premiers secours,Petite trousse de secours,Petite trousse de secours,Petite trousse de secours,Малая аптечка,Petite trousse de secours,Petite trousse de secours,Petite trousse de secours,Pequeño botiquín de primeros auxilios,Petite trousse de secours,Petite trousse de premiers soins,Petite trousse de premiers soins,Kit de primeiros socorros pequeno,Petite trousse de premiers soins,,,,,,,,,,,
syb_medcontainer_small_desc,"Une petite trousse de premiers soins, idéale pour le stockage et le transport compacts de médicaments.","Une petite trousse de premiers soins, idéale pour le stockage et le transport compacts de médicaments.",Une petite trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments.,A small first aid kit is great for compact storage and transportation of medicines.,Небольшая медицинская аптечка отлично подходит для компактного хранения и переноски медицинских препаратов.,A small first aid kit is great for compact storage and transportation of medicines.,A small first aid Le kit est idéal pour le stockage et le transport compacts de médicaments.,Une petite trousse de premiers secours est idéale pour le stockage et le transport compacts de médicaments.,Un pequeño botiquín de primeros auxilios es ideal para el almacenamiento compacto y el transporte de medicamentos.,Une petite première La trousse de secours est idéale pour le stockage et le transport compacts de médicaments.,Une petite trousse de premiers secours est idéale pour le stockage et le transport compacts de médicaments. cines.,Une petite trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments.,Um kit pequeno de primeiros socorros é ótimo para armazenamento compacto e transporte de medicamentos.,Une petite trousse de premiers soins est idéale pour le stockage et le transport compacts de médicaments .,,,,,,,,,,,
syb_disinfect_hands,Désinfecter les mains,Désinfecter les mains,Désinfecter les mains,Désinfecter les mains,Désinfecter les mains,Désinfecter les mains,,,,,,,,,,,,,,,,,,,
syb_medcontainer_small_desc,"Une petite trousse de premiers soins, idéale pour le stockage et le transport compacts de médicaments.","Une petite trousse de premiers secours, idéale pour le stockage et le transport compacts de médicaments.",A small first aid kit is great for compact storage and transportation of medicines.,A small first aid kit is great for compact storage and transportation of medicines.,Небольшая медицинская аптечка отлично подходит для компактного хранения и переноски медицинских препаратов.,A small first aid kit is great for compact storage and transportation of medicines.,A small first aid kit is great for compact storage and transportation of medicines.,A small first aid kit is great for compact storage and transportation of medicines.,Un pequeño botiquín de primeros auxilios es ideal para el almacenamiento compacto y el transporte de medicamentos.,A small first aid kit is great for compact storage and transportation of medicines.,A small first aid kit is great for compact storage and transportation of medicines.,A small first aid kit is great for compact storage and transportation of medicines.,Um kit pequeno de primeiros socorros é ótimo para armazenamento compacto e transporte de medicamentos.,A small first aid kit is great for compact storage and transportation of medicines.,,,,,,,,,,,
syb_gp5_filter_name,Filtre de masque à gaz,Filtre de masque à gaz,Filtre de masque à gaz,Filtre de masque à gaz filtre,Filtro para Máscara de Gas,Filtre de masque à gaz,,,,,,,,,,,,,,,,,,,
syb_gp5_filter_desc,Un filtre pour masque à gaz conçu pour être utilisé en cas de pollution de l'air. Les filtres de masque à gaz ont une durée de vie limitée.,Un filtre pour masque à gaz conçu pour être utilisé en cas de pollution de l'air. Les filtres de masque à gaz ont une durée de vie limitée.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée. Le filtre du masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée. Los filtros de máscara de gas tienen una vida útil limitada.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres de masque à gaz ont une durée de vie limitée. Os filtros de máscara de gás têm uma vida útil limitada.,Le filtre de masque à gaz est conçu pour fonctionner dans des conditions de pollution de l'air possible. Les filtres des masques à gaz ont une durée de vie limitée.,,,,,,,,,,,,,,,
syb_pve_intrude,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant vous subissez tout les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant vous subissez tout les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs. Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Ha violado le moratoire sur la violence en este lugar. Ahora recibes el daño total de otros jugadores.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,Você violou a moratória sobre a violência neste local. Agora você recebe dano total de outros jogadores.,Vous avez violé le moratoire sur la violence à cet endroit. Maintenant,vous subissez tous les dégâts des autres joueurs.,,
syb_stethoscope_menu1,Patient,Patient,Patient,Patient,Пациент,Patient,Patient,Patient,Patient,Patient,Patient,Patient,Patient,Patient,,,,,,,,,,,
syb_stethoscope_menu2,Santé,Santé,Santé,Santé,Здоровье,Santé,Santé,Santé,Santé,Santé,Santé,Santé,Saúde,Santé,,,,,,,,,,,
syb_stethoscope_menu3,Sang,Sang,Sang,Sang,Кровь,Sang,Sang,Sang,Sang,Sang,Sang,Sang,Sangue,Sang,,,,,,,,,,,
syb_stethoscope_menu4,Satiété,Satiété,Satiété,Satiété,Сытость,Satiété,Satiété,Satiété,Satiété,Satiété,Satiété,Satiété,Saciedade,Satiété,,,,,,,,,,,
syb_stethoscope_menu5,Soif,Soif,Soif,Soif,Жажда,Soif,Soif,Soif,Soif,Soif,Soif,Soif,Sede,Soif,,,,,,,,,,,
syb_stethoscope_menu6,Température,Température,Température,Température,Температура,Température,Température,Température,Température,Température,Température,Température,Température,Température,,,,,,,,,,,
syb_stethoscope_menu7,Gaieté,Gaieté,Gaieté,Gaieté,Бодрость,Gaieté,Gaieté,Gaieté,Gaieté,Gaieté,Gaieté,Gaieté,Humour,Gaieté,,,,,,,,,,,
syb_stethoscope_menu8,État mental,État mental,État mental,État mental,Психика,État mental,État mental,État mental,État mental,État mental,État mental,État mental,État mental,État mental,,,,,,,,,,,
syb_stethoscope_menu9,Intoxication,Intoxication,Intoxication,Intoxication,Интоксикация,Intoxication,Intoxication,Intoxication,Intoxication,Intoxication,Intoxication,Intoxication,Intoxication,Intoxication,,,,,,,,,,,
syb_stethoscope_menu10,Plaies ouvertes,Plaies ouvertes,Plaies coupées,Plaies coupées,Порезы,Plaies coupées,Plaies coupées,Plaies coupées,Plaies coupées,Plaies coupées,Plaies coupées,Plaies coupées,,,,,,,,,,,,,
syb_stethoscope_menu11,Blessures perforantes,Blessures perforantes,Blessures perforantes,Blessures perforantes,Колотые раны,Blessures perforantes,Blessures perforantes,Blessures perforantes,Blessures perforantes,Blessures perforantes,Blessures perforantes,Blessures perforantes,Perfurações,Blessures perforantes,,,,,,,,,,,
syb_stethoscope_menu12,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,Blessures par balle,,,,,,,,,,,,,
syb_stethoscope_menu13,Hématomes,Hématomes,Hématomes,Hématomes,Гематомы,Hématomes,Hématomes,Hématomes,Hématomes,Hématomes,Hématomes,Hématomes,Hématomes,Hématomes,,,,,,,,,,,
syb_stethoscope_menu14,Douleur,Douleur,Douleur,Douleur,Боль,Douleur,Douleur,Douleur,Douleur,Douleur,Douleur,Douleur,Dor,Douleur,,,,,,,,,,,
syb_stethoscope_menu15,Pneumonie,Pneumonie,Pneumonie,Pneumonie,Простуда,Pneumonie,Pneumonie,Pneumonie,Pneumonie,Pneumonie,Pneumonie,Pneumonie,Pneumonie,Pneumonie,,,,,,,,,,,
syb_stethoscope_menu16,Empoisonnement,Empoisonnement,Empoisonnement,Empoisonnement,Отравление,Empoisonnement,Empoisonnement,Empoisonnement,Empoisonnement,Empoisonnement,Empoisonnement,Empoisonnement,Empoisonnement,Empoisonnement,,,,,,,,,,,
syb_stethoscope_menu17,Os cassés,Os cassés,Os cassés,Os cassés,Ossos cassés,Os cassés,Os cassés,Os cassés,Os cassés,Os cassés,Os cassés,,,,,,,,,,,,,,
syb_stethoscope_menu18,Hémorragie interne,Hémorragie interne,Hémorragie interne,Hémorragie interne,Hémorragie,Hémorragie interne,Hémorragie interne,,,,,,,,,,,,,,,,,,
syb_stethoscope_menu19,Septicémie,Septicémie,Sepsis,Sepsis,Сепсис,Sepsis,Sepsis,Sepsis,Sepsis,Sepsis,Sepsis,Sepsis,Sepsis,Sepsis,,,,,,,,,,,
syb_stethoscope_menu20,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,Commotion cérébrale,,,,,,,,,,,,
syb_stethoscope_menu21,Virus zombie,Virus zombie,Virus zombie,Virus zombie,Зомби вирус,Virus zombie,Virus zombie,Virus zombie,Virus zombie,Virus zombie,Virus zombie,Virus zombie,Virus zombie,Virus zombie,,,,,,,,,,,
syb_stethoscope_menu22,Irradiation,Irradiation,Radiation sickness,Radiation sickness,Лучевая болезнь,Radiation sickness,Radiation sickness,Radiation sickness,Radiation sickness,Radiation sickness,Radiation sickness,Radiation sickness,Doença de radiação,Radiation sickness,,,,,,,,,,,
syb_state_dead,Mort clinique,Mort clinique,Mort clinique,Mort clinique,Клиническая смерть,Mort clinique,Mort clinique,Mort clinique,Mort clinique,Mort clinique,Mort clinique,Mort clinique,Morte Clinica,Mort clinique,,,,,,,,,,,
syb_state_critical,Critique,Critique,Critique,Critique,Критически,Critique,Critique,Critique,Critique,Critique,Critique,Critique,Critique,Critique,,,,,,,,,,,
syb_state_bad,Mauvais,Mauvais,Mauvais,Mauvais,Плохо,Mauvais,Mauvais,Mauvais,Mauvais,Mauvais,Mauvais,Mauvais,Ruim,Mauvais,,,,,,,,,,,
syb_state_normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,,,,,,,,,,,
syb_state_good,Bon,Bon,Bon,Bon,Хорошо,Bon,Bon,Bon,Bon,Bon,Bon,Bon,Bom,Bon,,,,,,,,,,,
syb_state_yes,Oui,Oui,Oui,Oui,Да,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Sim,Oui,,,,,,,,,,,
syb_state_no,Non,Non,Non,Non,Нет,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,
syb_state_none,Aucun,Aucun,Aucun,Aucun,Отсутствует,Aucun,Aucun,Aucun,Aucun,Aucun,Aucun,Aucun,Nenhum,Aucun,,,,,,,,,,,
syb_stethoscope_inspect,Inspecter,Inspecter,Inspecter,Inspecter,Осмотреть,Inspecter,Inspecter,Inspecter,Inspecter,Inspecter,Inspecter,Inspecter,Inspecter,Inspecter,,,,,,,,,,,
syb_stethoscope_plug,Placer les embouts dans ses oreilles,Placer les embouts dans ses oreilles,Brancher dans les oreilles,Brancher dans les oreilles,Por nos ouvidos,branchez dans les oreilles,,,,,,,,,,,,,,,,,,,
syb_stethoscope_drop,Vous avez fait tomber votre stéthoscope,Vous avez fait tomber votre stéthoscope,Vous avez fait tomber votre stéthoscope,Vous avez fait tomber votre stéthoscope,,Vous avez fait tomber votre stéthoscope,Vous avez fait tomber votre stéthoscope,Você deixou cair seu estetoscópio,Vous avez fait tomber votre stéthoscope,,,,,,,,,,,,,,,,
syb_stethoscope_name,Stéthoscope,Stéthoscope,Stéthoscope,Stéthoscope,Стетоскоп,Stéthoscope,Stéthoscope,Stéthoscope,Stéthoscope,Stéthoscope,Stéthoscope,Stéthoscope,Estetoscópio,Stéthoscope,,,,,,,,,,,
